descripcion,icono,tipo,estado,autonomia,lng,causa,hora,precision,pkFinal,provincia,fechaFin,horaFin,fecha,pkIni,sentido,alias,carretera,poblacion,suceso,codEle,nivel,lat,circulacion
"<span style=""margin-top:10px; float:left; clear:both""> <b>DESVÍO OPERATIVO</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 177</b> en <b>ATALAYA DEL CAÑAVATE (CUENCA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>HACIA A-31 A-35</b></span>",MED_REG_DO_NAP_CAC.png,Incidencia,1,Castilla-La Mancha,-2.2471287,METEOROLOGÍA ADVERSA,03:03,1,177,CUENCA,?,?,30/10/2024,177,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-3 (177.0 - 177.0),A-3,ATALAYA DEL CAÑAVATE,OTROS,16946042,NO APLICA,39.52609,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">V-30 </span> </b> en el <b> km 10.139</b> en <b>MISLATA (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4281481,,05:49,1,10.139,VALENCIA/VALÈNCIA,?,?,31/10/2024,10.139,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / V-30 (10.139 - 10.139),V-30,MISLATA,OTROS,16980736,NO APLICA,39.474648,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> por <b>AVERÍA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">V-31 </span> </b> en el <b> km 11.03</b> en <b>SEDAVI (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_MPA_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.3738647,AVERÍA,13:01,1,11.03,VALENCIA/VALÈNCIA,?,?,31/10/2024,11.03,CRECIENTE DE LA KILOMETRACIÓN,OTROS / V-31 (11.03 - 11.03),V-31,SEDAVI,OTROS,16993769,NO APLICA,39.423103,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">V-31 </span> </b> en el <b> km 11.892</b> en <b>HORNO DE ALCEDO (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.3710471,,00:42,1,11.892,VALENCIA/VALÈNCIA,?,?,01/11/2024,11.892,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / V-31 (11.892 - 11.892),V-31,HORNO DE ALCEDO,OTROS,17007593,NO APLICA,39.43047,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 378</b> en <b>MASALAVES (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>valencia</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CARRIL DERECHO CERRADO</b></span>",INC_OHZ_VST_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.5248594,,21:13,1,378,VALENCIA/VALÈNCIA,?,?,30/10/2024,378,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (378.0 - 378.0),A-7,MASALAVES,OTROS,16977875,NO APLICA,39.15851,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-33 </span> </b> en el <b> km 1.847</b> en <b>ALBAL (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VST_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4203636,,08:42,1,1.847,VALENCIA/VALÈNCIA,?,?,31/10/2024,1.847,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / CV-33 (1.847 - 1.847),CV-33,ALBAL,OTROS,16984307,NO APLICA,39.383766,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> por <b>ACCIDENTE</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-332 </span> </b> en el <b> km 148.202</b> en <b>BENIDORM (ALICANTE/ALACANT)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VAC_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.129354,ACCIDENTE,12:06,1,148.202,ALICANTE/ALACANT,?,?,31/10/2024,148.202,CRECIENTE DE LA KILOMETRACIÓN,OTROS / N-332 (148.202 - 148.202),N-332,BENIDORM,OTROS,16992233,NO APLICA,38.536617,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>SALIDA</b> de la carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 327</b> en <b>CAÑADA (LA) (VALENCIA/VALÈNCIA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE DE UN CARRIL</b></span>",INC_MET_FLD_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4763795,METEOROLOGÍA ADVERSA,23:57,1,327,VALENCIA/VALÈNCIA,?,?,31/10/2024,327,AMBOS SENTIDOS,METEOROLÓGICO / A-7 (327.0 - 327.0),A-7,CAÑADA (LA),METEOROLÓGICO,17007272,NO APLICA,39.52049,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">V-31 </span> </b> en el <b> km 11.03</b> en <b>SEDAVI (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.3738647,,14:07,1,11.03,VALENCIA/VALÈNCIA,?,?,31/10/2024,11.03,CRECIENTE DE LA KILOMETRACIÓN,OTROS / V-31 (11.03 - 11.03),V-31,SEDAVI,OTROS,16995732,NO APLICA,39.423103,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 368.991</b> en <b>AUSIAS MARCH (D') (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4872958,,05:32,1,368.991,VALENCIA/VALÈNCIA,?,?,31/10/2024,368.991,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (368.991 - 368.991),A-7,AUSIAS MARCH (D'),OTROS,16980677,NO APLICA,39.230164,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> por <b>ACCIDENTE</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 476.605</b> en <b>TIBI (ALICANTE/ALACANT)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VAC_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.6296364,ACCIDENTE,04:01,1,476.605,ALICANTE/ALACANT,?,?,01/11/2024,476.605,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (476.605 - 476.605),A-7,TIBI,OTROS,17008153,NO APLICA,38.540478,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 351.633</b> en <b>LUZ (BARRIO DE LA) (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4219364,,08:05,1,351.633,VALENCIA/VALÈNCIA,?,?,31/10/2024,351.633,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / A-3 (351.633 - 351.633),A-3,LUZ (BARRIO DE LA),OTROS,16982674,NO APLICA,39.469566,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> por <b>ACCIDENTE</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-33 </span> </b> en el <b> km 0.999</b> en <b>ALBAL (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VAC_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4085217,ACCIDENTE,19:42,1,0.999,VALENCIA/VALÈNCIA,?,?,31/10/2024,0.999,CRECIENTE DE LA KILOMETRACIÓN,OTROS / CV-33 (0.999 - 0.999),CV-33,ALBAL,OTROS,17004116,NO APLICA,39.39075,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>LLUVIA</b> por <b>METEOROLOGÍA ADVERSA</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> desde el <b> km 360 </b> en <b>PICASSENT (VALENCIA/VALÈNCIA)</b> al <b> km 397.88</b> en <b>LLANERA DE RANES (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CONDICIONES DIFÍCILES CIRCULACIÓN</b></span>",INC_MET_RAI_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4480558,METEOROLOGÍA ADVERSA,21:44,1,397.88,VALENCIA/VALÈNCIA,?,?,31/10/2024,360,CRECIENTE DE LA KILOMETRACIÓN,METEOROLÓGICO / A-7 (360.0 - 397.88),A-7,PICASSENT,METEOROLÓGICO,17006174,NO APLICA,39.301437,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 399.971</b> en <b>CANALS (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_OHX_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.5813865,,16:09,1,399.971,VALENCIA/VALÈNCIA,?,?,31/10/2024,399.971,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (399.971 - 399.971),A-7,CANALS,OTROS,16998650,NO APLICA,38.986168,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OTROS</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>SALIDA</b> de la carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 338</b> en <b>VENTAS DEL POYO (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>A-7 ALICANTE</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE DE UN CARRIL</b></span>",MED_REG_OTG_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.5731561,,16:51,1,338,VALENCIA/VALÈNCIA,?,?,31/10/2024,338,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-3 (338.0 - 338.0),A-3,VENTAS DEL POYO,OTROS,16999629,NO APLICA,39.473576,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> por <b>ACCIDENTE</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 370.991</b> en <b>COMES (LES) (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",INC_OHZ_VAC_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4964671,ACCIDENTE,06:28,1,370.991,VALENCIA/VALÈNCIA,?,?,31/10/2024,370.991,DECRECIENTE DE LA KILOMETRACIÓN,OTROS / A-7 (370.991 - 370.991),A-7,COMES (LES),OTROS,16980929,NO APLICA,39.213245,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>OBSTÁCULO FIJO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 295</b> en <b>REBOLLAR (EL) (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>VALENCIA</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CARRIL IZQUIERDO CERRADO</b></span>",INC_OHZ_VST_NAP_CAC.png,Incidencia,1,Comunitat Valenciana,-1.0278772,,21:58,1,295,VALENCIA/VALÈNCIA,?,?,31/10/2024,295,CRECIENTE DE LA KILOMETRACIÓN,OTROS / A-3 (295.0 - 295.0),A-3,REBOLLAR (EL),OTROS,17006341,NO APLICA,39.475136,Obstáculos
"<span style=""margin-top:10px; float:left; clear:both""> <b>RETENCIÓN / CONGESTIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">V-31 </span> </b> a la altura de <b>HORNO DE ALCEDO (VALENCIA/VALÈNCIA)</b> desde el <b> km 13</b> al <b> km 12</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>ALICANTE</b></span>",INC_REN_TCN_LS3_CAC.png,Incidencia,1,Comunitat Valenciana,-0.3694931,METEOROLOGÍA ADVERSA,21:00,1,12,VALENCIA/VALÈNCIA,?,?,31/10/2024,13,DECRECIENTE DE LA KILOMETRACIÓN,RETENCIÓN / CONGESTIÓN / V-31 (13.0 - 12.0),V-31,HORNO DE ALCEDO,RETENCIÓN / CONGESTIÓN,17005713,AMARILLO,39.440475,Congestión
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-408 </span> </b> desde el <b> km 0 </b> en <b>ALMENDRAL (EL) (CÁDIZ)</b> al <b> km 3.5</b> en <b>TORRE ALTA (CÁDIZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS2_CAC.png,Incidencia,1,Andalucía,-6.16687,METEOROLOGÍA ADVERSA,12:54,1,3.5,CÁDIZ,?,?,31/10/2024,0,AMBOS SENTIDOS,METEOROLÓGICO / A-408 (0.0 - 3.5),A-408,ALMENDRAL (EL),METEOROLÓGICO,16993549,ROJO,36.53727,Retención/Corte
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">SE-4104 </span> </b> en el <b> km 4</b> en <b>ALCOLEA DEL RIO (SEVILLA)</b> sentido <b>AMBOS SENTIDOS</b> hacia <b>GUADAJOZ / ALCOLEA DEL RÍO</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS2_CAC.png,Incidencia,1,Andalucía,-5.668861,METEOROLOGÍA ADVERSA,07:42,1,4,SEVILLA,?,?,31/10/2024,4,AMBOS SENTIDOS,METEOROLÓGICO / SE-4104 (4.0 - 4.0),SE-4104,ALCOLEA DEL RIO,METEOROLÓGICO,16981857,ROJO,37.58493,Retención/Corte
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">V-30 </span> </b> desde el <b> km 11 </b> en <b>QUART DE POBLET (VALENCIA/VALÈNCIA)</b> al <b> km 3</b> en <b>CASTELLAR-OLIVERAL (VALENCIA/VALÈNCIA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>PUERTO POR CALZADA LATERAL</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS2_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4307259,METEOROLOGÍA ADVERSA,00:52,1,3,VALENCIA/VALÈNCIA,?,?,01/11/2024,11,DECRECIENTE DE LA KILOMETRACIÓN,METEOROLÓGICO / V-30 (11.0 - 3.0),V-30,QUART DE POBLET,METEOROLÓGICO,17007604,ROJO,39.48356,Retención/Corte
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CA-3205 </span> </b> en el <b> km 7</b> en <b>CHICLANA DE LA FRONTERA (CÁDIZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS2_CAC.png,Incidencia,1,Andalucía,-6.118573,METEOROLOGÍA ADVERSA,11:45,1,7,CÁDIZ,?,?,31/10/2024,7,AMBOS SENTIDOS,METEOROLÓGICO / CA-3205 (7.0 - 7.0),CA-3205,CHICLANA DE LA FRONTERA,METEOROLÓGICO,16991515,ROJO,36.456367,Retención/Corte
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 345</b> en <b>BARRI SANT JOSEP ARTESA (VALENCIA/VALÈNCIA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>VALENCIA</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS2_CAC.png,Incidencia,1,Comunitat Valenciana,-0.4933144,METEOROLOGÍA ADVERSA,13:24,1,345,VALENCIA/VALÈNCIA,?,?,31/10/2024,345,CRECIENTE DE LA KILOMETRACIÓN,METEOROLÓGICO / A-3 (345.0 - 345.0),A-3,BARRI SANT JOSEP ARTESA,METEOROLÓGICO,16994529,ROJO,39.472954,Retención/Corte
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CA-3102 </span> </b> desde el <b> km 0 </b> en <b>JEREZ DE LA FRONTERA (CÁDIZ)</b> al <b> km 5</b> en <b>MACHARNUDO ALTO (CÁDIZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS2_CAC.png,Incidencia,1,Andalucía,-6.1259,METEOROLOGÍA ADVERSA,11:53,1,5,CÁDIZ,?,?,31/10/2024,0,AMBOS SENTIDOS,METEOROLÓGICO / CA-3102 (0.0 - 5.0),CA-3102,JEREZ DE LA FRONTERA,METEOROLÓGICO,16991730,ROJO,36.71655,Retención/Corte
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CA-3108 </span> </b> a la altura de <b>ESTELLA DEL MARQUES (CÁDIZ)</b> desde el <b> km 3</b> al <b> km 1.5</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS2_CAC.png,Incidencia,1,Andalucía,-6.0717597,METEOROLOGÍA ADVERSA,11:46,1,1.5,CÁDIZ,?,?,31/10/2024,3,AMBOS SENTIDOS,METEOROLÓGICO / CA-3108 (3.0 - 1.5),CA-3108,ESTELLA DEL MARQUES,METEOROLÓGICO,16991527,ROJO,36.66501,Retención/Corte
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">SE-3102 </span> </b> a la altura de <b>SEVILLA (SEVILLA)</b> desde el <b> km 0</b> al <b> km 2</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS2_CAC.png,Incidencia,1,Andalucía,-5.95761,METEOROLOGÍA ADVERSA,00:48,1,2,SEVILLA,?,?,31/10/2024,0,AMBOS SENTIDOS,METEOROLÓGICO / SE-3102 (0.0 - 2.0),SE-3102,SEVILLA,METEOROLÓGICO,16979881,ROJO,37.42473,Retención/Corte
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-416 </span> </b> desde el <b> km 0 </b> en <b>MONTSERRAT (VALENCIA/VALÈNCIA)</b> al <b> km 15.8</b> en <b>CHIVA (VALENCIA/VALÈNCIA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS2_CAC.png,Incidencia,1,Comunitat Valenciana,-0.5971602,METEOROLOGÍA ADVERSA,01:58,1,15.8,VALENCIA/VALÈNCIA,?,?,31/10/2024,0,AMBOS SENTIDOS,METEOROLÓGICO / CV-416 (0.0 - 15.8),CV-416,MONTSERRAT,METEOROLÓGICO,16980143,ROJO,39.35749,Retención/Corte
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CA-3101 </span> </b> a la altura de <b>MACHARNUDO ALTO (CÁDIZ)</b> desde el <b> km 1</b> al <b> km 2</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS2_CAC.png,Incidencia,1,Andalucía,-6.1789737,METEOROLOGÍA ADVERSA,11:43,1,2,CÁDIZ,?,?,31/10/2024,1,AMBOS SENTIDOS,METEOROLÓGICO / CA-3101 (1.0 - 2.0),CA-3101,MACHARNUDO ALTO,METEOROLÓGICO,16991301,ROJO,36.71004,Retención/Corte
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CA-5101 </span> </b> desde el <b> km 1.9 </b> en <b>GARRAPATA (LA) (CÁDIZ)</b> al <b> km 12.5</b> en <b>GIBALBIN (CÁDIZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS1_CAC.png,Incidencia,1,Andalucía,-5.838317,METEOROLOGÍA ADVERSA,02:13,1,12.5,CÁDIZ,?,?,31/10/2024,1.9,AMBOS SENTIDOS,METEOROLÓGICO / CA-5101 (1.9 - 12.5),CA-5101,GARRAPATA (LA),METEOROLÓGICO,16980315,NEGRO,36.769768,Interrumpida
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-3 </span> </b> en el <b> km 242</b> en <b>MINGLANILLA (CUENCA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>Valencia</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS1_CAC.png,Incidencia,1,Castilla-La Mancha,-1.5675672,METEOROLOGÍA ADVERSA,18:22,1,242,CUENCA,?,?,29/10/2024,242,CRECIENTE DE LA KILOMETRACIÓN,METEOROLÓGICO / A-3 (242.0 - 242.0),A-3,MINGLANILLA,METEOROLÓGICO,16939190,NEGRO,39.52915,Interrumpida
"<span style=""margin-top:10px; float:left; clear:both""> <b>INUNDACIÓN</b> por <b>METEOROLOGÍA ADVERSA</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">CV-395 </span> </b> en el <b> km 27.8</b> en <b>SOT DE CHERA (VALENCIA/VALÈNCIA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",INC_MET_FLD_LS1_CAC.png,Incidencia,1,Comunitat Valenciana,-0.9084373,METEOROLOGÍA ADVERSA,01:40,1,27.8,VALENCIA/VALÈNCIA,?,?,31/10/2024,27.8,AMBOS SENTIDOS,METEOROLÓGICO / CV-395 (27.8 - 27.8),CV-395,SOT DE CHERA,METEOROLÓGICO,16979980,NEGRO,39.62359,Interrumpida
